Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type,Wilderness_Area,Soil_Type
2756,100,16,212,52,362,245,216,96,443,Aspen,Comanche Peak,_32
2807,93,34,190,105,268,249,167,17,2614,Aspen,Comanche Peak,_32
2718,294,10,30,2,1842,192,238,186,698,Aspen,Rawah,_33
2493,45,2,0,0,765,220,234,151,5597,Aspen,Comanche Peak,_18
2890,101,6,242,0,1868,230,232,135,1392,Aspen,Rawah,_34
2615,96,17,95,6,1230,245,214,93,541,Aspen,Comanche Peak,_32
2805,93,10,150,18,630,237,224,118,175,Aspen,Comanche Peak,_32
2818,113,20,170,54,1978,249,216,86,1040,Aspen,Rawah,_15
2808,45,15,450,138,458,223,205,112,2175,Aspen,Comanche Peak,_31
2787,17,17,295,74,1775,204,203,132,1048,Aspen,Rawah,_13
2838,13,13,446,101,1922,207,214,142,918,Aspen,Rawah,_13
2830,87,5,30,-1,1712,227,232,140,1865,Aspen,Rawah,_19
2910,346,4,216,26,1945,212,233,159,1423,Aspen,Rawah,_34
2905,329,14,67,6,4790,187,223,176,1748,Aspen,Comanche Peak,_25
2916,102,26,488,-91,534,252,197,57,1850,Aspen,Comanche Peak,_32
2720,271,10,30,5,1825,193,243,189,765,Aspen,Rawah,_33
2778,242,22,67,21,1006,171,252,213,1624,Aspen,Rawah,_15
2675,91,24,127,42,150,248,193,59,658,Aspen,Comanche Peak,_32
2884,233,2,420,86,2045,215,241,163,808,Aspen,Rawah,_33
2740,122,23,120,-11,446,251,215,79,366,Aspen,Comanche Peak,_32
2803,58,4,228,7,450,223,230,143,631,Aspen,Comanche Peak,_32
2725,8,20,127,30,1598,193,196,135,1243,Aspen,Rawah,_12
2574,86,3,382,21,1354,224,234,145,1546,Aspen,Rawah,_4
2770,333,16,270,33,1728,182,218,175,1129,Aspen,Rawah,_12
2878,231,12,361,113,2060,201,251,186,797,Aspen,Rawah,_33
2812,119,22,134,37,2097,251,215,81,1296,Aspen,Rawah,_15
2846,91,33,180,1,313,249,168,20,2589,Aspen,Comanche Peak,_32
2793,65,15,376,127,390,233,208,103,2187,Aspen,Comanche Peak,_31
2825,113,18,216,61,1933,248,218,92,999,Aspen,Rawah,_15
2636,95,22,124,27,1290,249,202,70,598,Aspen,Comanche Peak,_32
2718,298,16,201,18,1449,175,233,198,2117,Aspen,Rawah,_19
2809,139,10,90,9,2081,236,237,131,2259,Aspen,Rawah,_19
2895,281,8,150,17,2213,197,241,184,1387,Aspen,Rawah,_25
2794,123,14,90,7,600,243,228,111,182,Aspen,Comanche Peak,_32
2732,102,21,67,11,2758,249,208,77,2164,Aspen,Comanche Peak,_31
2895,319,9,760,218,2162,196,232,175,1766,Aspen,Rawah,_15
2515,41,9,162,4,680,221,220,133,5532,Aspen,Comanche Peak,_20
2781,87,30,150,-76,268,247,174,33,2379,Aspen,Comanche Peak,_32
2878,163,6,404,126,2132,226,242,150,721,Aspen,Rawah,_33
2845,175,22,150,62,990,226,245,140,3046,Aspen,Rawah,_6
2904,193,13,450,72,731,218,250,164,1549,Aspen,Rawah,_6
2833,152,19,242,10,720,240,237,118,443,Aspen,Comanche Peak,_32
2754,50,24,306,86,331,223,180,78,2218,Aspen,Comanche Peak,_31
2822,267,21,384,127,966,163,243,217,1889,Aspen,Rawah,_6
2764,119,18,108,12,513,248,222,96,300,Aspen,Comanche Peak,_32
2629,139,10,90,-4,2251,235,237,132,2482,Aspen,Rawah,_6
2750,86,28,90,40,216,247,182,46,1421,Aspen,Comanche Peak,_32
2774,86,20,242,125,1224,245,202,78,811,Aspen,Rawah,_15
2938,153,19,551,106,618,240,237,119,1448,Aspen,Rawah,_6
2707,62,17,90,38,120,232,202,97,1616,Aspen,Comanche Peak,_31
2558,178,7,0,0,1380,224,245,155,1054,Aspen,Rawah,_19
2768,171,6,234,38,2636,224,243,153,2056,Aspen,Rawah,_13
2624,108,9,342,-15,834,237,229,123,685,Aspen,Rawah,_19
2789,55,14,30,11,1879,228,210,112,1790,Aspen,Rawah,_35
2883,179,12,42,7,212,225,247,153,1020,Aspen,Rawah,_35
2769,112,16,60,4,787,246,222,100,1452,Aspen,Rawah,_25
2828,61,17,30,5,824,232,202,96,228,Aspen,Comanche Peak,_31
2759,144,17,300,105,1590,242,234,115,895,Aspen,Comanche Peak,_32
2797,80,23,85,31,1648,243,192,67,1507,Aspen,Rawah,_35
2843,93,27,247,171,1289,250,189,50,832,Aspen,Rawah,_15
2739,147,25,60,14,1383,244,228,98,1441,Aspen,Rawah,_6
2600,57,5,255,3,540,223,229,142,6267,Aspen,Comanche Peak,_31
2689,86,23,108,35,212,246,194,64,607,Aspen,Comanche Peak,_32
2734,313,11,60,6,1924,189,231,182,674,Aspen,Rawah,_33
2798,281,15,0,0,1839,178,240,201,1215,Aspen,Rawah,_25
2916,144,11,240,61,573,236,238,132,1062,Aspen,Rawah,_34
2749,137,12,127,19,2532,239,235,124,2148,Aspen,Rawah,_13
2677,4,10,30,1,1116,207,221,151,2063,Aspen,Comanche Peak,_32
2878,209,11,1019,103,2400,212,250,173,1511,Aspen,Rawah,_19
2829,113,18,242,68,1911,248,219,94,979,Aspen,Rawah,_15
2836,114,20,433,87,1655,250,216,85,731,Aspen,Rawah,_15
2487,114,3,30,-3,841,224,236,147,5399,Aspen,Comanche Peak,_20
2824,83,12,182,56,1784,237,218,110,1790,Aspen,Rawah,_35
2681,91,26,85,37,90,249,189,52,912,Aspen,Comanche Peak,_32
2959,160,10,684,127,591,231,242,142,1490,Aspen,Rawah,_6
2713,65,7,258,26,324,227,226,134,1015,Aspen,Rawah,_13
2846,91,16,384,93,1729,243,213,95,845,Aspen,Rawah,_15
2756,86,30,212,106,228,247,174,34,1935,Aspen,Comanche Peak,_32
2849,159,15,242,98,1980,235,242,133,875,Aspen,Rawah,_15
2873,94,27,362,215,376,250,189,49,1988,Aspen,Comanche Peak,_32
2726,301,11,42,-1,1883,189,235,186,685,Aspen,Rawah,_33
2691,28,11,60,-6,2379,216,215,134,566,Aspen,Rawah,_33
2832,64,19,30,3,859,234,198,89,216,Aspen,Comanche Peak,_32
2768,263,17,216,74,966,177,246,207,1908,Aspen,Rawah,_6
2747,55,29,60,-16,150,224,167,58,1332,Aspen,Comanche Peak,_31
2859,153,26,120,36,631,241,230,101,1296,Aspen,Rawah,_15
2845,349,10,582,82,2032,202,224,160,924,Aspen,Rawah,_13
2756,58,23,242,89,270,229,184,76,1828,Aspen,Comanche Peak,_31
2746,76,18,362,68,371,239,204,89,2405,Aspen,Comanche Peak,_31
2739,94,19,30,3,2753,246,208,83,2210,Aspen,Comanche Peak,_31
2837,48,26,313,179,323,219,173,73,1465,Aspen,Comanche Peak,_32
2794,183,24,270,73,600,218,247,148,607,Aspen,Comanche Peak,_32
2847,176,23,150,64,1050,225,245,140,2993,Aspen,Rawah,_6
2833,90,25,210,111,1919,248,190,55,642,Aspen,Rawah,_15
2892,259,8,201,27,2215,202,245,182,1350,Aspen,Rawah,_33
2811,71,16,458,145,470,236,208,99,2215,Aspen,Comanche Peak,_26
2847,94,33,210,87,323,250,173,24,2618,Aspen,Comanche Peak,_32
2731,343,10,283,21,1207,200,225,163,1972,Aspen,Rawah,_13
2859,97,18,256,81,2007,246,211,87,1358,Aspen,Rawah,_15
2895,222,12,1053,229,2461,204,252,182,1465,Aspen,Rawah,_36
2813,209,7,636,48,2078,215,247,168,1830,Aspen,Rawah,_19
2718,348,18,60,8,1533,185,209,161,1289,Aspen,Rawah,_12
2718,89,21,150,65,150,246,202,75,1836,Aspen,Comanche Peak,_32
2856,57,22,351,99,474,229,189,82,1383,Aspen,Comanche Peak,_32
2895,228,6,30,4,1717,212,245,171,1533,Aspen,Rawah,_34
2742,131,18,30,8,360,246,227,102,420,Aspen,Comanche Peak,_32
2922,274,9,60,8,1906,195,243,187,1271,Aspen,Rawah,_34
2749,127,23,150,63,3279,251,218,82,6032,Aspen,Comanche Peak,_32
2738,64,12,255,61,258,231,215,114,2054,Aspen,Comanche Peak,_31
2913,200,19,300,75,886,209,253,171,2241,Aspen,Rawah,_35
2835,95,14,210,70,1584,241,219,104,1544,Aspen,Rawah,_35
2877,135,12,324,102,1914,239,234,123,1321,Aspen,Rawah,_34
2706,60,17,120,41,150,231,203,100,1744,Aspen,Comanche Peak,_31
2917,187,15,301,79,912,220,250,158,2295,Aspen,Rawah,_35
2878,335,8,150,-2,1734,202,230,166,1411,Aspen,Rawah,_34
2785,114,18,85,-13,589,248,219,93,258,Aspen,Comanche Peak,_32
2747,149,14,443,113,2590,238,238,127,2101,Aspen,Rawah,_12
2736,261,9,60,10,1888,198,245,186,808,Aspen,Rawah,_33
2890,148,17,120,14,285,240,237,120,994,Aspen,Rawah,_35
2784,77,20,60,15,1782,240,199,81,1666,Aspen,Rawah,_35
2897,243,6,180,19,2202,207,245,176,1392,Aspen,Rawah,_33
2689,70,32,67,48,85,235,160,31,1310,Aspen,Comanche Peak,_32
2783,36,8,228,7,1992,220,221,137,2631,Aspen,Comanche Peak,_31
2903,56,5,268,4,2223,224,228,140,693,Aspen,Rawah,_34
2869,20,13,553,103,2125,210,211,135,792,Aspen,Rawah,_13
2810,65,26,313,161,1187,234,178,61,755,Aspen,Rawah,_15
2677,20,11,0,0,2313,212,217,140,666,Aspen,Rawah,_33
2757,46,15,190,44,2506,223,205,111,360,Aspen,Rawah,_12
2853,194,21,150,64,1790,212,252,165,1406,Aspen,Rawah,_35
2957,295,8,108,15,4821,198,238,180,2160,Aspen,Comanche Peak,_31
2575,355,3,300,30,1385,215,234,157,1513,Aspen,Rawah,_4
2795,108,16,270,8,503,245,220,98,319,Aspen,Comanche Peak,_32
2811,132,17,108,-4,696,245,229,106,272,Aspen,Comanche Peak,_32
2798,67,28,90,39,1533,234,173,52,1377,Aspen,Rawah,_35
2816,101,14,242,62,1879,243,220,103,834,Aspen,Rawah,_33
2955,146,27,391,204,1931,245,225,91,830,Aspen,Rawah,_15
2803,8,13,365,51,1813,205,214,145,1104,Aspen,Rawah,_12
2704,63,23,85,47,95,233,186,73,999,Aspen,Comanche Peak,_32
2709,69,25,108,23,153,237,183,64,2016,Aspen,Comanche Peak,_32
2593,69,3,201,-3,450,223,233,145,6225,Aspen,Comanche Peak,_31
2723,84,25,180,83,180,246,189,58,807,Aspen,Comanche Peak,_32
2812,59,23,459,138,484,230,184,75,2335,Aspen,Comanche Peak,_26
2763,46,15,216,50,2531,223,205,111,330,Aspen,Rawah,_12
2743,55,10,0,0,1410,226,220,127,2359,Aspen,Comanche Peak,_25
2726,283,9,0,0,1867,194,241,186,752,Aspen,Rawah,_33
2595,62,5,234,-1,510,224,230,142,6253,Aspen,Comanche Peak,_31
2691,143,17,42,12,1567,243,233,113,794,Aspen,Comanche Peak,_32
2710,45,14,108,33,108,223,210,118,1997,Aspen,Comanche Peak,_31
2838,344,14,437,99,1911,192,218,164,937,Aspen,Rawah,_13
2647,155,18,192,17,3127,238,239,124,1907,Aspen,Rawah,_15
2949,17,27,420,224,1879,188,174,112,677,Aspen,Rawah,_15
2858,144,18,134,39,2222,243,233,112,997,Aspen,Rawah,_15
2706,101,25,42,10,3263,252,197,58,6067,Aspen,Comanche Peak,_32
2892,248,8,361,60,845,202,247,182,1652,Aspen,Rawah,_6
2825,93,25,319,171,339,249,192,56,1922,Aspen,Comanche Peak,_32
2798,258,16,418,37,1875,181,248,204,2042,Aspen,Rawah,_19
2734,269,13,0,0,1650,185,244,199,1092,Aspen,Rawah,_25
2865,233,19,458,33,872,186,253,200,1714,Aspen,Rawah,_6
2734,58,22,182,69,210,230,187,79,1773,Aspen,Comanche Peak,_31
2557,323,12,150,20,1369,190,228,177,1392,Aspen,Rawah,_4
2638,158,8,90,-1,1082,229,242,145,721,Aspen,Rawah,_4
2738,111,23,309,122,1503,252,208,70,825,Aspen,Comanche Peak,_32
2916,114,15,30,2,4819,244,224,106,1831,Aspen,Comanche Peak,_25
2777,273,18,228,83,979,169,242,211,1900,Aspen,Rawah,_6
2731,63,11,212,54,216,230,218,120,2043,Aspen,Comanche Peak,_31
2800,144,21,277,-22,660,244,231,106,474,Aspen,Comanche Peak,_32
2691,54,12,134,17,153,227,213,117,2287,Aspen,Comanche Peak,_31
2753,136,25,170,-45,518,249,221,84,342,Aspen,Comanche Peak,_32
2775,73,32,124,-50,201,237,162,31,2281,Aspen,Comanche Peak,_32
2822,276,21,551,61,1954,158,239,218,1950,Aspen,Rawah,_19
2783,82,31,162,110,180,244,171,34,1481,Aspen,Comanche Peak,_31
2939,252,5,283,31,5130,210,243,171,1745,Aspen,Comanche Peak,_25
2896,175,8,124,5,1731,225,245,153,1441,Aspen,Rawah,_34
2687,149,8,0,0,1146,231,240,140,564,Aspen,Rawah,_4
2882,310,11,108,3,1765,189,232,183,1415,Aspen,Rawah,_34
2611,236,5,180,53,742,211,244,171,6196,Aspen,Comanche Peak,_20
2826,90,35,256,-73,272,247,163,14,2133,Aspen,Comanche Peak,_32
2749,135,17,30,10,390,244,231,110,390,Aspen,Comanche Peak,_32
2879,51,18,335,157,1773,226,198,100,787,Aspen,Rawah,_34
2717,97,12,153,38,162,240,222,110,1920,Aspen,Comanche Peak,_31
2791,56,19,0,0,228,229,197,94,1448,Aspen,Comanche Peak,_31
2810,316,23,391,67,1851,153,214,198,1019,Aspen,Rawah,_12
2912,279,11,67,0,5031,191,242,191,1581,Aspen,Comanche Peak,_31
2793,84,24,331,137,342,245,190,60,1740,Aspen,Comanche Peak,_32
2746,62,14,210,94,210,231,211,109,1025,Aspen,Comanche Peak,_32
2756,172,22,180,50,510,228,244,135,646,Aspen,Comanche Peak,_32
2858,130,20,258,83,1972,248,225,96,1296,Aspen,Rawah,_15
2710,289,11,30,8,1552,190,239,189,1019,Aspen,Rawah,_25
2883,298,17,794,206,2191,169,232,202,1731,Aspen,Rawah,_15
2877,324,12,180,39,1723,189,227,177,1380,Aspen,Rawah,_34
2874,207,10,983,194,2370,214,249,170,1544,Aspen,Rawah,_19
2869,203,12,420,69,2401,214,251,170,1981,Aspen,Rawah,_28
2832,130,20,607,54,2126,248,224,94,1809,Aspen,Rawah,_15
2879,95,38,216,135,2123,248,157,0,582,Aspen,Rawah,_15
2800,79,15,90,30,1813,239,211,98,1747,Aspen,Rawah,_35
2894,236,9,30,7,1677,205,248,181,1544,Aspen,Rawah,_34
2872,119,23,283,106,1884,252,213,76,1153,Aspen,Rawah,_15
2779,95,34,153,107,1376,250,168,17,920,Aspen,Rawah,_15
2600,36,17,0,0,1291,217,200,113,1883,Aspen,Rawah,_15
2952,54,4,85,0,4609,222,231,144,2290,Aspen,Comanche Peak,_25
2898,199,9,120,12,1931,217,248,165,1617,Aspen,Rawah,_25
2689,41,9,30,0,1357,221,219,132,674,Aspen,Rawah,_33
2708,93,29,95,57,120,250,181,38,2289,Aspen,Comanche Peak,_32
2682,6,16,42,1,1158,198,207,144,2105,Aspen,Comanche Peak,_25
2918,158,12,484,86,664,233,242,138,1482,Aspen,Rawah,_6
2734,78,18,175,82,180,240,204,87,1064,Aspen,Comanche Peak,_32
2846,122,17,108,19,987,247,224,99,212,Aspen,Comanche Peak,_31
2821,58,18,150,-15,306,230,200,97,1471,Aspen,Comanche Peak,_31
2642,6,6,330,2,955,212,227,153,854,Aspen,Rawah,_13
2708,34,5,212,9,67,219,228,145,750,Aspen,Rawah,_19
2768,140,14,0,0,2770,240,235,121,2263,Aspen,Comanche Peak,_31
2755,117,21,170,69,3277,251,216,83,6031,Aspen,Comanche Peak,_32
2869,289,16,30,10,2106,173,236,202,987,Aspen,Rawah,_21
2685,60,10,0,0,1337,228,219,123,700,Aspen,Rawah,_33
2801,91,13,324,5,390,240,219,108,582,Aspen,Comanche Peak,_32
2680,97,15,30,4,3164,244,216,98,6154,Aspen,Comanche Peak,_32
2820,121,35,134,76,2208,253,188,30,541,Aspen,Rawah,_15
2981,150,18,458,230,1875,241,236,118,883,Aspen,Rawah,_15
2900,265,16,825,224,2255,178,246,205,1689,Aspen,Rawah,_15
2802,101,35,134,42,247,252,169,14,2554,Aspen,Comanche Peak,_32
2688,110,23,60,14,1503,252,207,70,750,Aspen,Comanche Peak,_32
2582,14,12,247,13,1613,209,216,143,1813,Aspen,Rawah,_13
2718,24,8,285,19,85,216,222,143,767,Aspen,Rawah,_19
2949,78,10,124,25,4603,234,221,118,2131,Aspen,Comanche Peak,_25
2817,353,12,90,-3,1719,200,219,157,1717,Aspen,Rawah,_19
2751,222,26,67,19,1489,179,254,200,2432,Aspen,Rawah,_19
2862,13,11,666,92,2110,209,217,144,900,Aspen,Rawah,_13
2819,232,9,674,54,2105,206,248,179,1800,Aspen,Rawah,_19
2729,210,16,127,33,930,206,253,179,1928,Aspen,Rawah,_6
2857,209,24,124,48,1315,196,254,183,2661,Aspen,Rawah,_6
2803,49,14,120,52,1409,225,208,114,1218,Aspen,Rawah,_35
2707,24,11,90,-5,2448,214,215,136,470,Aspen,Rawah,_33
2809,42,7,234,11,480,221,225,138,564,Aspen,Comanche Peak,_32
2903,197,19,270,65,914,212,252,168,2254,Aspen,Rawah,_35
2588,247,4,212,-8,300,212,242,168,6186,Aspen,Comanche Peak,_31
2770,124,21,127,-28,553,250,220,88,300,Aspen,Comanche Peak,_32
2817,87,29,180,-77,313,248,178,39,2423,Aspen,Comanche Peak,_32
2821,46,16,150,38,2015,223,202,108,2042,Aspen,Rawah,_35
2830,13,9,30,2,1492,211,221,146,1136,Aspen,Rawah,_25
2866,90,32,240,141,2040,248,171,25,495,Aspen,Rawah,_15
2752,61,24,210,108,212,231,183,72,1654,Aspen,Comanche Peak,_32
2911,239,11,180,25,1891,200,249,186,1663,Aspen,Rawah,_25
2812,66,17,120,60,1437,234,203,95,1277,Aspen,Rawah,_35
2786,129,15,360,107,390,244,230,110,488,Aspen,Comanche Peak,_32
2782,133,24,190,-40,690,249,221,86,361,Aspen,Comanche Peak,_32
2878,318,6,484,139,1830,205,235,169,2073,Aspen,Rawah,_15
2711,15,21,124,22,1590,197,192,126,1262,Aspen,Rawah,_12
2776,85,20,300,135,300,244,202,78,708,Aspen,Comanche Peak,_32
2696,125,20,108,42,1500,249,221,90,769,Aspen,Comanche Peak,_32
2630,120,21,42,14,1290,251,217,83,577,Aspen,Comanche Peak,_32
2823,57,17,210,40,1931,230,203,100,1973,Aspen,Rawah,_35
2884,288,5,0,0,1706,207,239,171,1554,Aspen,Rawah,_25
2785,26,7,577,51,240,217,225,144,904,Aspen,Rawah,_13
2717,233,15,120,22,1482,194,252,193,1172,Aspen,Rawah,_25
2918,88,26,446,-83,499,248,188,53,1909,Aspen,Comanche Peak,_32
2696,98,10,0,0,2647,237,225,118,2249,Aspen,Comanche Peak,_31
2821,64,18,90,31,2121,234,201,94,2142,Aspen,Rawah,_35
2783,33,8,592,49,240,219,222,139,902,Aspen,Rawah,_13
2903,95,27,474,260,492,251,188,47,1875,Aspen,Comanche Peak,_32
2782,59,22,30,-2,201,231,189,80,1418,Aspen,Comanche Peak,_31
2930,313,8,0,0,4756,199,234,175,2022,Aspen,Comanche Peak,_25
2896,232,8,60,11,1650,207,248,178,1530,Aspen,Rawah,_34
2793,60,30,313,126,335,227,164,48,1861,Aspen,Comanche Peak,_31
2766,80,49,108,111,124,225,104,0,1279,Aspen,Comanche Peak,_32
2852,223,19,277,100,2200,191,254,194,671,Aspen,Rawah,_33
2844,71,32,351,157,362,235,159,30,1482,Aspen,Comanche Peak,_32
2836,95,25,210,114,1907,250,194,58,666,Aspen,Rawah,_15
2776,118,18,108,-20,560,248,221,93,277,Aspen,Comanche Peak,_32
2887,254,7,30,1,1953,204,245,179,1468,Aspen,Rawah,_25
2753,70,31,108,-32,162,236,163,35,2310,Aspen,Comanche Peak,_32
2875,169,19,210,81,1142,231,244,137,2885,Aspen,Rawah,_6
2713,7,21,108,19,1573,189,193,136,1271,Aspen,Rawah,_12
2784,25,7,85,7,1690,217,225,145,2479,Aspen,Rawah,_28
2706,76,9,30,-3,2393,231,224,126,513,Aspen,Rawah,_33
2704,47,9,127,13,153,224,220,130,872,Aspen,Rawah,_13
2832,184,17,30,0,1138,222,249,155,2372,Aspen,Rawah,_22
2725,94,11,30,5,706,237,224,117,2147,Aspen,Rawah,_19
2725,61,21,175,46,192,232,192,83,1838,Aspen,Comanche Peak,_31
2808,178,24,295,53,631,223,245,141,600,Aspen,Comanche Peak,_32
2744,122,19,30,1,2742,248,222,94,2232,Aspen,Comanche Peak,_31
2884,157,14,210,46,940,235,241,134,2203,Aspen,Rawah,_35
2881,319,10,424,209,1120,194,231,177,674,Aspen,Rawah,_34
2887,239,7,0,0,1691,207,246,176,1585,Aspen,Rawah,_25
2718,36,6,242,19,134,220,226,142,824,Aspen,Rawah,_13
2682,330,17,42,14,2311,177,217,178,703,Aspen,Rawah,_33
2763,46,15,228,50,2573,223,206,112,301,Aspen,Rawah,_12
2920,90,29,330,-47,437,249,181,39,2058,Aspen,Comanche Peak,_32
2732,67,28,42,7,120,234,173,52,1351,Aspen,Comanche Peak,_31
2633,203,12,120,0,2234,214,250,170,2483,Aspen,Rawah,_6
2605,51,6,459,-34,743,223,226,138,741,Aspen,Rawah,_19
2801,120,13,108,15,2255,241,229,115,1348,Aspen,Rawah,_15
2814,29,17,228,160,242,212,201,120,1423,Aspen,Comanche Peak,_32
2507,13,8,379,29,700,213,225,149,3688,Aspen,Comanche Peak,_20
2699,144,18,67,25,1565,243,233,112,800,Aspen,Comanche Peak,_32
2700,115,19,67,26,1533,249,218,90,779,Aspen,Comanche Peak,_32
2890,143,16,234,71,2122,241,235,119,1036,Aspen,Rawah,_34
2823,106,34,127,78,2162,253,179,24,644,Aspen,Rawah,_15
2901,308,18,450,229,1150,167,225,198,743,Aspen,Rawah,_34
2737,52,29,90,52,120,220,165,60,1277,Aspen,Comanche Peak,_31
2679,99,10,30,1,1316,237,226,119,738,Aspen,Rawah,_35
2883,136,25,927,106,2409,249,221,84,1501,Aspen,Rawah,_15
2809,122,12,210,22,607,240,231,119,212,Aspen,Comanche Peak,_31
2807,143,20,180,-15,755,244,231,106,365,Aspen,Comanche Peak,_32
2869,257,13,60,10,2071,190,247,195,1315,Aspen,Rawah,_25
2746,139,10,30,1,1120,235,237,132,792,Aspen,Rawah,_13
2746,325,14,162,19,1639,185,224,179,1190,Aspen,Rawah,_12
2816,155,12,60,5,2030,234,241,137,2331,Aspen,Rawah,_28
2904,90,29,300,4,400,249,180,39,2084,Aspen,Comanche Peak,_32
2784,184,17,30,-6,2753,222,249,154,2310,Aspen,Comanche Peak,_32
2905,99,29,300,172,2010,252,186,40,547,Aspen,Rawah,_15
2888,234,13,95,2,1888,198,251,189,1537,Aspen,Rawah,_25
2960,169,10,703,128,577,228,244,148,1510,Aspen,Rawah,_6
2868,293,12,859,188,2250,185,237,192,1667,Aspen,Rawah,_15
2744,351,6,324,67,2801,210,230,159,1307,Aspen,Rawah,_34
2649,93,25,42,-15,120,249,192,56,663,Aspen,Comanche Peak,_32
2738,280,12,60,3,1706,186,241,195,1008,Aspen,Rawah,_35
2717,79,6,234,24,175,228,229,135,865,Aspen,Rawah,_13
2850,107,30,216,117,2113,254,191,42,480,Aspen,Rawah,_15
2572,355,5,192,44,837,211,230,157,1317,Aspen,Rawah,_13
2912,184,14,474,80,702,223,249,156,1523,Aspen,Rawah,_6
2764,89,23,268,123,270,247,197,66,750,Aspen,Comanche Peak,_32
2835,258,18,450,140,927,175,248,210,1822,Aspen,Rawah,_6
2712,114,19,42,-12,306,249,217,88,484,Aspen,Comanche Peak,_32
2826,42,24,255,135,268,216,180,88,1405,Aspen,Comanche Peak,_32
2686,41,9,90,12,108,221,221,134,2221,Aspen,Comanche Peak,_31
2871,88,27,391,228,408,248,186,50,1928,Aspen,Comanche Peak,_32
2734,307,9,30,6,1931,195,235,180,716,Aspen,Rawah,_33
2734,104,27,201,102,210,253,195,52,700,Aspen,Comanche Peak,_32
2740,287,12,272,40,1425,186,239,193,2040,Aspen,Rawah,_13
2822,86,14,180,55,1725,240,216,103,1702,Aspen,Rawah,_35
2907,99,6,0,0,4919,230,232,136,1731,Aspen,Comanche Peak,_25
2749,123,11,134,19,2535,239,231,121,2133,Aspen,Rawah,_13
2810,53,18,90,-9,277,227,197,97,1460,Aspen,Comanche Peak,_31
2824,323,7,0,0,1399,202,233,170,1090,Aspen,Rawah,_25
2894,176,23,150,39,408,225,245,139,1026,Aspen,Rawah,_15
2764,91,15,42,7,2789,242,216,100,2216,Aspen,Comanche Peak,_31
2797,80,19,90,28,1776,242,201,82,1689,Aspen,Rawah,_35
2795,56,31,351,122,362,222,157,46,2041,Aspen,Comanche Peak,_31
2826,123,22,541,49,2072,251,218,84,1872,Aspen,Rawah,_15
2753,109,19,60,-3,2771,248,216,88,2213,Aspen,Comanche Peak,_31
2749,2,8,470,102,2652,209,225,154,1481,Aspen,Rawah,_34
2581,22,16,30,11,1248,208,205,130,1921,Aspen,Rawah,_15
2881,282,12,0,0,2053,188,241,193,1044,Aspen,Rawah,_21
2609,105,5,268,81,630,229,233,138,6309,Aspen,Comanche Peak,_31
2708,82,21,120,69,134,244,197,73,1779,Aspen,Comanche Peak,_32
2844,143,18,162,41,2202,243,233,111,1182,Aspen,Rawah,_15
2569,84,5,488,16,1253,227,231,139,1482,Aspen,Rawah,_4
2504,166,4,85,5,649,223,241,153,5609,Aspen,Comanche Peak,_20
2932,90,23,424,-71,525,248,197,65,1914,Aspen,Comanche Peak,_32
2792,134,22,182,-30,720,249,223,91,360,Aspen,Comanche Peak,_32
2734,47,15,124,21,2490,224,206,112,400,Aspen,Rawah,_12
2712,25,7,247,13,67,217,225,145,757,Aspen,Rawah,_19
2561,337,9,175,19,1356,200,228,166,1396,Aspen,Rawah,_4
2571,45,2,216,63,794,220,234,150,1323,Aspen,Rawah,_13
2902,184,18,531,70,765,222,249,154,1615,Aspen,Rawah,_6
2823,346,16,379,87,1855,187,213,163,984,Aspen,Rawah,_12
2806,180,5,524,41,1998,222,243,156,1924,Aspen,Rawah,_19
2916,135,11,270,61,616,237,235,127,1064,Aspen,Rawah,_34
2857,65,29,335,207,350,232,169,48,1513,Aspen,Comanche Peak,_32
2680,278,14,30,2,1626,181,242,200,760,Aspen,Rawah,_33
2848,183,13,874,70,2315,223,248,155,1590,Aspen,Rawah,_19
2573,66,3,301,34,1357,222,233,147,1484,Aspen,Rawah,_4
2728,146,21,30,3,1410,244,232,106,1415,Aspen,Rawah,_21
2703,37,2,150,4,60,219,234,151,743,Aspen,Rawah,_19
2617,173,12,0,0,1249,227,246,149,845,Aspen,Rawah,_4
2541,283,8,30,0,1639,199,241,181,1654,Aspen,Rawah,_19
2773,85,9,30,4,2190,233,225,124,1242,Aspen,Rawah,_25
2617,152,15,90,6,764,237,239,128,1471,Aspen,Rawah,_22
2823,80,33,270,-95,300,242,161,22,2510,Aspen,Comanche Peak,_32
2879,188,15,256,24,1061,220,250,159,1841,Aspen,Rawah,_15
2551,0,9,42,2,1633,206,222,154,1693,Aspen,Rawah,_19
2519,102,6,124,4,616,230,233,137,5559,Aspen,Comanche Peak,_20
2803,220,25,85,42,2296,182,254,198,658,Aspen,Rawah,_15
2942,37,7,0,0,4741,220,224,140,2125,Aspen,Comanche Peak,_25
2830,90,17,247,73,417,244,210,90,1320,Aspen,Comanche Peak,_32
2760,143,11,30,1,1167,236,238,130,902,Aspen,Rawah,_4
2804,70,13,150,16,1952,234,213,108,1953,Aspen,Rawah,_35
2725,331,14,67,12,1543,186,222,175,1276,Aspen,Rawah,_12
